ID,Author,Group,Year,Focal_insect,Focal_insect_resolved_name,F_Guild,Focal_insect_diet_breadth,Competing_insect,Competing_insect_resolved_name,C_Guild,Competing_insect_diet_breadth,Host_plant,Phylogenetic_distance_between_focal_insect_and_competing_insect,Spatial_separation,temporal_separation,Fitness_component,Control_mean,Control_standard_error,Control_standard_deviation,Control_sample_size,Experimental_mean,Experimental_standard_error,Experimental_standard_deviation,Experimental_sample_size,yi_g,vi
548,Giga,Giga,1985,Callosobruchus_rhodesianus,NA,Chewer,NA,Callosobruchus_maculatus,NA,Chewer,1,Vigna angularis,132.209614,spatial separation,complete,Fecundity,2.46,NA,0.57,10,1.85,NA,0.57,10,1.024849685,0.226257922
549,Giga,Giga,1985,Callosobruchus_rhodesianus,NA,Chewer,NA,Callosobruchus_maculatus,NA,Chewer,1,Vigna angularis,132.209614,spatial separation,complete,Fecundity,3.19,NA,0.57,10,4.36,NA,0.57,10,-1.965695298,0.29659895
550,Giga,Giga,1985,Callosobruchus_rhodesianus,NA,Chewer,NA,Callosobruchus_maculatus,NA,Chewer,1,Vigna angularis,132.209614,spatial separation,complete,Fecundity,3.29,NA,0.57,10,3.22,NA,0.57,10,0.117605702,0.200345778
551,Glynn,Glynn,2003,Lymantria_dispar,"Lymantria dispar Linnaeus, 1758",Chewer,24,Orgyia_leucostigma,"Orgyia leucostigma (J. E. Smith, 1797)",Chewer,48,Populus nigra,110.2,spatial separation,complete,RGR,0.398,0.133,0.752361615,32,0.322,4.188,23.6909056,32,0.004479374,0.062500157
552,Glynn,Glynn,2003,Lymantria_dispar,"Lymantria dispar Linnaeus, 1758",Chewer,24,Orgyia_leucostigma,"Orgyia leucostigma (J. E. Smith, 1797)",Chewer,48,Populus nigra,110.2,spatial separation,complete,RGR,0.178,0.734,4.152131019,32,1.05,0.14,0.791959595,32,-0.288197465,0.063148889
553,Glynn,Glynn,2003,Orgyia_leucostigma,"Orgyia leucostigma (J. E. Smith, 1797)",Chewer,48,Lymantria_dispar,"Lymantria dispar Linnaeus, 1758",Chewer,24,Populus nigra,110.2,spatial separation,complete,RGR,1.87,0.08,0.45254834,32,1.3,0.09,0.509116883,32,1.169015098,0.073176534
554,Glynn,Glynn,2003,Orgyia_leucostigma,"Orgyia leucostigma (J. E. Smith, 1797)",Chewer,48,Lymantria_dispar,"Lymantria dispar Linnaeus, 1758",Chewer,24,Populus nigra,110.2,spatial separation,complete,RGR,1.89,0.08,0.45254834,32,1.71,0.1,0.565685425,32,0.347120168,0.063441347
555,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,no separation,Abundance,32.8,4.6,11.26765282,6,4.6,4.02,9.846948766,6,2.459219664,0.58532339
556,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,no separation,Abundance,22.7,5.7,13.96209153,6,4.55,3.97,9.724474279,6,1.392019373,0.414071581
557,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,no separation,Abundance,213.2,14.9,36.49739717,6,123.6,12.6,30.86357076,6,2.446234051,0.58266921
558,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,no separation,Abundance,138,12.6,30.86357076,6,88.6,4,9.797958971,6,1.990798433,0.498469933
559,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,no separation,Abundance,393,19.6,48.00999896,6,352.4,17.2,42.13122358,6,0.829455205,0.361999831
560,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,no separation,Abundance,25.6,2.2,5.388877434,6,570,28,68.5857128,6,-10.32630656,4.776358628
561,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,no separation,Abundance,954,43,105.3280589,6,426.9,23.1,56.58321306,6,5.752914181,1.712334232
562,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,no separation,Abundance,16,1.7,4.164132563,6,129,20,48.98979486,6,-2.999207814,0.708135313
563,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,no separation,Abundance,211.5,14.3,35.02770332,6,205.7,19.2,47.03020306,6,0.129069249,0.334027453
564,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,no separation,Abundance,336.8,53.3,130.5578033,6,273.9,35.3,86.46698792,6,0.524168295,0.34478135
565,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,no separation,Abundance,211.5,14.3,35.02770332,6,214,15,36.74234614,6,-0.064266528,0.333505424
566,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,no separation,Abundance,336.8,53.3,130.5578033,6,47.7,8.2,20.08581589,6,2.856028539,0.673204126
567,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,0,no separation,complete,Abundance,45.6,8.5,26.87936011,10,36.3,5.4,17.07629936,10,0.395514808,0.203910799
568,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,complete,Abundance,94.7,9.2,29.09295447,10,87,12.1,38.26355969,10,0.216949138,0.201176673
569,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,complete,Abundance,45.6,8.5,26.87936011,10,39.9,6.5,20.55480479,10,0.228135202,0.201301142
570,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,complete,Abundance,94.7,9.2,29.09295447,10,58.5,8.3,26.24690458,10,1.251215558,0.239138509
571,Gonzáles,Gómez,2002,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sorghum halepense,NA,no separation,complete,Abundance,36.3,5.4,17.07629936,10,39.9,6.5,20.55480479,10,-0.182449709,0.200832197
572,Gonzáles,Gómez,2002,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Sipha_flava,"Sipha (Chaitophorus) flava (Forbes, S.A., 1885)",Sucker,5,Sorghum halepense,NA,no separation,complete,Abundance,87,12.1,38.26355969,10,58.5,8.3,26.24690458,10,0.831846197,0.217299202
573,Gómez,Gómez,2012,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Tsuga canadensis,0,no separation,no separation,Abundance,1,0.4,1.166190379,8.5,1.41,0.6,1.749285569,8.5,-0.26173235,0.237308936
574,Gómez,Gómez,2012,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Tsuga canadensis,580.878142,no separation,no separation,Abundance,1,0.4,1.166190379,8.5,0.85,0.2,0.58309519,8.5,0.154401488,0.235995289
575,Gómez,Gómez,2012,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Tsuga canadensis,580.878142,no separation,no separation,Abundance,1.41,0.6,1.749285569,8.5,1.42,0.3,0.874642784,8.5,-0.006862288,0.235295503
576,Gómez,Gómez,2012,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Tsuga canadensis,580.878142,no separation,incomplete,Abundance,1,0.4,1.166190379,8.5,0.85,0.2,0.58309519,8.5,0.154401488,0.235995289
577,Gómez,Gómez,2012,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Tsuga canadensis,580.878142,no separation,no separation,Abundance,1.41,0.6,1.749285569,8.5,1.53,0.4,1.166190379,8.5,-0.07660459,0.235466714
578,Gómez,Gómez,2012,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Tsuga canadensis,0,no separation,no separation,Abundance,0.2,0.1,0.291547595,8.5,0.87,0.2,0.58309519,8.5,-1.379319957,0.291250692
579,Gómez,Gómez,2012,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Tsuga canadensis,580.878142,no separation,no separation,Abundance,0.2,0.1,0.291547595,8.5,0.13,0.04,0.116619038,8.5,0.299188065,0.237926868
580,Gómez,Gómez,2012,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Tsuga canadensis,580.878142,no separation,no separation,Abundance,0.87,0.2,0.58309519,8.5,0.84,0.4,1.166190379,8.5,0.030880298,0.235322164
581,Gómez,Gómez,2012,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Tsuga canadensis,580.878142,no separation,incomplete,Abundance,0.2,0.1,0.291547595,8.5,0.27,0.1,0.291547595,8.5,-0.227854842,0.236821113
582,Gómez,Gómez,2012,Fiorinia_externa,"Fiorinia externa Ferris, 1942",Internal_feeder,2,Adelges_tsugae,"Adelges tsugae Annand, 1924",Internal_feeder,1,Tsuga canadensis,580.878142,no separation,no separation,Abundance,0.87,0.2,0.58309519,8.5,0.58,0.4,1.166190379,8.5,0.298509543,0.23791494
583,Hagenbucher,Hagenbucher,2013,Aphis_gossypii,"Aphis gossypii Glover, 1877",Sucker,171,Heliothis_virescens,"Heliothis virescens (Fabricius, 1777)",Chewer,13,Gossypium hirsutum,671.69929,spatial separation,incomplete,Abundance,156.5,15.7,66.60945879,18,140.1,12.1,51.33595231,18,0.269655625,0.11212103
584,Hagenbucher,Hagenbucher,2013,Aphis_gossypii,"Aphis gossypii Glover, 1877",Sucker,171,Heliothis_virescens,"Heliothis virescens (Fabricius, 1777)",Chewer,13,Gossypium hirsutum,671.69929,spatial separation,incomplete,Abundance,148,11.8,50.06316011,18,90.2,16.3,69.1550432,18,0.936147995,0.123282959
606,Harmon,Harmon,2003,Ostrinia_nubilalis,"Ostrinia nubilalis (Hübner, 1796)",Sucker,12,Ostrinia_nubilalis,"Ostrinia nubilalis (Hübner, 1796)",Sucker,12,Zea maize,0,spatial separation,complete,Fecundity,0.836,0.324,1.374615583,18,0.117,0.087,0.36910974,18,0.698509694,0.117887719
607,Harmon,Harmon,2003,Ostrinia_nubilalis,"Ostrinia nubilalis (Hübner, 1796)",Sucker,12,Ostrinia_nubilalis,"Ostrinia nubilalis (Hübner, 1796)",Sucker,12,Zea maize,0,spatial separation,complete,Fecundity,4.04,0.75,3.674234614,24,2.13,0.57,2.792418307,24,0.575702114,0.08678576
608,Harmon,Harmon,2003,Ostrinia_nubilalis,"Ostrinia nubilalis (Hübner, 1796)",Sucker,12,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Zea maize,NA,spatial separation,complete,Fecundity,3.1,0.4,2.19089023,30,1.8,0.3,1.643167673,30,0.662592395,0.070325239
609,Harmon,Harmon,2003,Ostrinia_nubilalis,"Ostrinia nubilalis (Hübner, 1796)",Sucker,12,Rhopalosiphum_maidis,"Rhopalosiphum maidis (Fitch, 1856)",Sucker,21,Zea maize,NA,spatial separation,complete,Fecundity,8.333,0.62,3.395879857,30,6.233,0.529,2.897452329,30,0.656643356,0.070259837
610,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Body_size,0.168,0.002,0.020976177,110,0.163,0.002,0.01,25,0.255500403,0.049332689
611,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Survival,101.86,NA,NA,110,10,NA,NA,25,-1.777135909,0.109948278
612,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Body_size,0.168,0.002,0.020976177,110,0.121,0.003,0.008485281,8,2.284509892,0.156205254
613,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Survival,101.86,NA,NA,110,3.28,NA,NA,8,-1.751984557,0.238534426
614,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Body_size,0.179,0.005,0.035355339,50,0.169,0.002,0.005291503,7,0.295147111,0.163621282
615,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Survival,47,NA,NA,50,6.51,NA,NA,7,-0.099906648,0.936285064
616,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Body_size,0.179,0.005,0.035355339,50,0.166,0.003,0.005196152,3,0.369413379,0.354620751
617,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Survival,47,NA,NA,50,2.67,NA,NA,3,-0.400481343,1.380879631
618,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Body_size,0.179,0.005,0.035355339,50,0.142,0.001,0.003464102,12,1.142265524,0.113855676
619,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,Not found,Musa acuminata,NA,no separation,no separation,Survival,47,NA,NA,50,10.8,NA,NA,12,-0.3359459,0.470352931
620,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.179,0.005,0.035355339,50,0.171,0.009,0.028460499,10,0.229694535,0.120439663
621,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,47,NA,NA,50,10,NA,NA,10,0.264579209,0.88227916
622,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.175,0.001,0.003872983,15,0.165,0.003,0.009486833,10,1.452037343,0.208834916
623,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,14.01,NA,NA,15,8.8,NA,NA,10,-0.39841911,0.745068244
624,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.17,0.003,0.006708204,5,0.145,0.002,0.006324555,10,3.650029195,0.744090437
625,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,4.75,NA,NA,5,6.8,NA,NA,10,-1.327677077,1.715366442
626,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.172,0.003,0.015,25,0.173,0.008,0.025298221,10,-0.053131309,0.140040328
627,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,23,NA,NA,25,9.5,NA,NA,10,0.304298148,0.972907775
628,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.175,0.001,0.003872983,15,0.165,0.003,0.009486833,10,1.452037343,0.208834916
629,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,14.01,NA,NA,15,8.8,NA,NA,10,-0.39841911,0.745068244
630,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.17,0.003,0.006708204,5,0.145,0.002,0.006324555,10,3.650029195,0.744090437
631,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Sibine_apicalis,"Sibine apicalis Dyar, 1900",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,4.75,NA,NA,5,6.8,NA,NA,10,-1.327677077,1.715366442
632,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.179,0.005,0.035355339,50,0.168,0.005,0.015811388,10,0.328124416,0.120897214
633,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,47,NA,NA,50,10,NA,NA,10,0.264579209,0.88227916
634,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.175,0.001,0.003872983,15,0.161,0.003,0.009486833,10,2.03285228,0.249316435
635,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,14.01,NA,NA,15,9,NA,NA,10,-0.274301284,0.805358938
636,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.169,0.002,0.005291503,7,0.155,0.003,0.009486833,10,1.645409203,0.322485715
637,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,6.51,NA,NA,7,8.4,NA,NA,10,-0.562703798,1.079329211
638,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.172,0.003,0.015,25,0.167,0.003,0.009486833,10,0.356128573,0.141811822
639,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,23,NA,NA,25,9.5,NA,NA,10,0.304298148,0.972907775
640,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.175,0.001,0.003872983,15,0.161,0.003,0.009486833,10,2.03285228,0.249316435
641,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,14.01,NA,NA,15,9,NA,NA,10,-0.274301284,0.805358938
642,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.169,0.002,0.005291503,7,0.155,0.003,0.009486833,10,1.645409203,0.322485715
643,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Caligo_memnon,"Caligo memnon Felder, 1866",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,6.51,NA,NA,7,8.4,NA,NA,10,-0.562703798,1.079329211
644,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.179,0.005,0.035355339,50,0.167,0.005,0.015811388,10,0.357953908,0.121067758
645,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,47,NA,NA,50,10,NA,NA,10,0.264579209,0.88227916
646,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.175,0.001,0.003872983,15,0.168,0.003,0.009486833,10,1.01642614,0.187329109
647,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,14.01,NA,NA,15,9.3,NA,NA,10,-0.038262032,0.961460756
648,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.169,0.002,0.005291503,7,0.158,0.003,0.009486833,10,1.292821516,0.292015598
649,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,6.51,NA,NA,7,8.2,NA,NA,10,-0.648692033,1.05488813
650,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.172,0.003,0.015,25,0.169,0.004,0.012649111,10,0.203599084,0.14059218
651,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,23,NA,NA,25,10,NA,NA,10,0.487159241,0.932154743
652,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.175,0.001,0.003872983,15,0.168,0.003,0.009486833,10,1.01642614,0.187329109
653,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,14.01,NA,NA,15,9.3,NA,NA,10,-0.038262032,0.961460756
654,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Body_size,0.169,0.002,0.005291503,7,0.158,0.003,0.009486833,10,1.292821516,0.292015598
655,Harrison_1,Harrison,1964,Ceramidia_butleri,Ceramidia butleri Moeschler,Chewer,NA,Opsiphanes_tamarindi,"Opsiphanes tamarindi Felder, 1861",Chewer,4,Musa acuminata,NA,no separation,no separation,Survival,6.51,NA,NA,7,8.2,NA,NA,10,-0.648692033,1.05488813
