ID,Author,Group,Year,Focal_insect,Focal_insect_resolved_name,F_Guild,Focal_insect_diet_breadth,Competing_insect,Competing_insect_resolved_name,C_Guild,Competing_insect_diet_breadth,Host_plant,Phylogenetic_distance_between_focal_insect_and_competing_insect,Spatial_separation,temporal_separation,Fitness_component,Control_mean,Control_standard_error,Control_standard_deviation,Control_sample_size,Experimental_mean,Experimental_standard_error,Experimental_standard_deviation,Experimental_sample_size,yi_g,vi
656,Harrison_2,Karban,1986,Platyprepia_virginalis,"Platyprepia virginalis Boisduval, 1852",Chewer,5,Orgyia_vetusta,"Orgyia vetusta Boisduval, 1852",Chewer,Not found,Lupinus arboreus,NA,no separation,complete,Body_size,0.5932,0.0328,0.127033854,15,0.4451,0.0314,0.11321431,13,1.189713245,0.168865058
657,Harrison_2,Karban,1986,Platyprepia_virginalis,"Platyprepia virginalis Boisduval, 1852",Chewer,5,Orgyia_vetusta,"Orgyia vetusta Boisduval, 1852",Chewer,Not found,Lupinus arboreus,NA,no separation,complete,Body_size,0.1564,0.0065,0.024320773,14,0.1542,0.0052,0.017246449,11,0.098796719,0.162532878
658,Harrison_2,Karban,1986,Platyprepia_virginalis,"Platyprepia virginalis Boisduval, 1852",Chewer,5,Orgyia_vetusta,"Orgyia vetusta Boisduval, 1852",Chewer,Not found,Lupinus arboreus,NA,no separation,complete,Fecundity,221.63,1304,5684.004222,19,115.53,11.9,42.90606018,13,0.023489421,0.129563277
659,Harrison_2,Karban,1986,Platyprepia_virginalis,"Platyprepia virginalis Boisduval, 1852",Chewer,5,Orgyia_vetusta,"Orgyia vetusta Boisduval, 1852",Chewer,Not found,Lupinus arboreus,NA,no separation,complete,Development_time,-46.07,1.75,6.777720856,15,-52.06,3.29,1.29,13,1.151509229,0.167267842
660,Harrison_2,Karban,1986,Platyprepia_virginalis,"Platyprepia virginalis Boisduval, 1852",Chewer,5,Orgyia_vetusta,"Orgyia vetusta Boisduval, 1852",Chewer,Not found,Lupinus arboreus,NA,no separation,complete,Development_time,-43.74,2.04,7.632981069,14,-47.57,2.61,1.341640787,11,0.637838324,0.170474417
661,Harrison_3,Karban,1995,Botanophila_seneciella,NA,Chewer,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,29.4,NA,34.9,8,4.3,NA,3.2,8,0.957435119,0.278646313
662,Harrison_3,Karban,1995,Botanophila_seneciella,NA,Chewer,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,9.5,NA,7.9,8,2.9,NA,3.4,8,1.025876649,0.282888216
663,Harrison_3,Karban,1995,Chromatomyia_syngenesiae,"Chromatomyia syngenesiae (Hardy, 1849)",Internal_feeder,1,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,77.2,NA,21,8,16.3,NA,10,8,3.50023883,0.632864746
664,Harrison_3,Karban,1995,Chromatomyia_syngenesiae,"Chromatomyia syngenesiae (Hardy, 1849)",Internal_feeder,1,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,28.5,NA,22.7,8,15.6,NA,11.1,8,0.682477405,0.264555482
665,Harrison_3,Karban,1995,Longitarsus_jacobaeae,NA,Chewer,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,386.686113,no separation,no separation,Abundance,18.6,NA,14.7,8,16.6,NA,6.3,8,0.16717669,0.250873376
666,Harrison_3,Karban,1995,Longitarsus_jacobaeae,NA,Chewer,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,386.686113,no separation,no separation,Abundance,7.9,NA,4.9,8,3.3,NA,3.8,8,0.991719101,0.280734587
667,Harrison_3,Karban,1995,Contarinia_jacobaeae,NA,Chewer,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,7,NA,3.5,8,1.3,NA,2.1,8,1.866879881,0.358913765
668,Harrison_3,Karban,1995,Contarinia_jacobaeae,NA,Chewer,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,2,NA,2.7,8,0.5,NA,0.7,8,0.718919856,0.26615143
669,Harrison_3,Karban,1995,Melanagromyza_aenea,NA,Internal_feeder,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,3.6,NA,2.6,8,4.1,NA,3.2,8,-0.162115508,0.250821295
670,Harrison_3,Karban,1995,Melanagromyza_aenea,NA,Internal_feeder,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,1.3,NA,1.6,8,1.5,NA,2.1,8,-0.101272755,0.250320505
671,Harrison_3,Karban,1995,Melanagromyza_dettmeri,NA,Internal_feeder,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,3.4,NA,3.2,8,1.9,NA,1.6,8,0.560486675,0.259817041
672,Harrison_3,Karban,1995,Melanagromyza_dettmeri,NA,Internal_feeder,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,0.4,NA,0.7,8,1.8,NA,2.5,8,-0.720903453,0.266240681
673,Harrison_3,Karban,1995,Melanagromyza_eupatorii,NA,Internal_feeder,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,1.8,NA,1.5,8,2.3,NA,1.9,8,-0.276121494,0.252382596
674,Harrison_3,Karban,1995,Melanagromyza_eupatorii,NA,Internal_feeder,NA,Tyria_jacobaeae,NA,Chewer,3,Senecio jacobaea,NA,no separation,no separation,Abundance,2.3,NA,1.8,8,1.9,NA,2.4,8,0.178245164,0.250992854
675,Hazell,Hazell,2006,Megoura_viciae,NA,Sucker,NA,Acyrthosiphon_pisum,"Acyrthosiphon pisum (Harris, 1776)",Sucker,34,Vicia faba,37.383399,no separation,no separation,Abundance,42.8,2,6.32455532,10,20.4,1.9,6.008327554,10,3.477569998,0.502337327
676,Hazell,Hazell,2006,Megoura_viciae,NA,Sucker,NA,Acyrthosiphon_pisum,"Acyrthosiphon pisum (Harris, 1776)",Sucker,34,Vicia faba,37.383399,no separation,no separation,Abundance,42.8,2,6.32455532,10,15.7,1.5,4.74341649,10,4.64247392,0.738814102
677,Hazell,Hazell,2006,Acyrthosiphon_pisum,"Acyrthosiphon pisum (Harris, 1776)",Sucker,1,Megoura_viciae,NA,Sucker,1,Vicia faba,37.383399,no separation,no separation,Abundance,19,2.2,6.957010852,10,10.4,1.7,5.375872022,10,1.324734646,0.243873047
678,Hazell,Hazell,2006,Acyrthosiphon_pisum,"Acyrthosiphon pisum (Harris, 1776)",Sucker,1,Megoura_viciae,NA,Sucker,1,Vicia faba,37.383399,no separation,no separation,Abundance,44.7,2.9,9.170605215,10,24.1,1.8,5.692099788,10,2.58478514,0.367027855
679,Howard,Howard,1984,Allonemobius_fasciatus,NA,Chewer,NA,Allonemobius_allardi,NA,Chewer,Not found,grasses,NA,no separation,no separation,Abundance,157,18.4,26.02152955,2,120.5,NA,13.4,2,0.995001217,1.123753428
680,Howard,Howard,1984,Allonemobius_allardi,NA,Chewer,NA,Allonemobius_fasciatus,NA,Chewer,2,grasses,NA,no separation,no separation,Abundance,128,2.83,4.002224382,2,151,NA,49.5,2,-0.369528366,1.017068902
681,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,Not found,Triadica sebifera,0,no separation,no separation,Survival,2.8,NA,NA,14,4.732,NA,NA,14,0.432772546,0.281231901
682,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Heterapoderopsis_bicallosicollis,"Heterapoderopsis bicallosicollis (Voss, 1932)",Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Survival,2.8,NA,NA,14,0.868,NA,NA,14,-0.806255274,0.61511558
683,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Gadirtha_inexacta,"Gadirtha inexacta Walker, 1857",Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Survival,2.8,NA,NA,14,0.868,NA,NA,14,-0.806255274,0.61511558
684,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Cnidocampa_flavescens,Cnidocampa flavescens (Walker- 1855),Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Survival,2.8,NA,NA,14,1.05,NA,NA,14,-0.682431068,0.542159633
685,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Aphis_sp.,NA,NA,Not found,Triadica sebifera,NA,no separation,no separation,Survival,2.8,NA,NA,14,2.45,NA,NA,14,-0.099577607,0.345701349
686,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Heterapoderopsis_bicallosicollis,"Heterapoderopsis bicallosicollis (Voss, 1932)",Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Survival,4.732,NA,NA,14,0.868,NA,NA,14,-1.23902782,0.568392608
687,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Gadirtha_inexacta,"Gadirtha inexacta Walker, 1857",Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Survival,4.732,NA,NA,14,0.868,NA,NA,14,-1.23902782,0.568392608
688,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Cnidocampa_flavescens,Cnidocampa flavescens (Walker- 1855),Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Survival,4.732,NA,NA,14,1.05,NA,NA,14,-1.115203614,0.49543666
689,Huang,Huang,2014,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,NA,Aphis_sp.,NA,Sucker,Not found,Triadica sebifera,NA,no separation,no separation,Survival,4.732,NA,NA,14,2.45,NA,NA,14,-0.532350153,0.298978377
690,Huang,Huang,2014,Heterapoderopsis_bicallosicollis,"Heterapoderopsis bicallosicollis (Voss, 1932)",Chewer,NA,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Abundance,1,0.01,0.031622777,10,0,0.01,0.031622777,10,30.28343903,23.12716698
695,Huang,Huang,2014,Cnidocampa_flavescens,Cnidocampa flavescens (Walker- 1855),Chewer,NA,Bikasha_collaris,"Bikasha collaris (Baly, 1877)",Chewer,Not found,Triadica sebifera,NA,no separation,no separation,Abundance,4,0.01,0.031622777,10,3,0.01,0.031622777,10,30.28343903,23.12716698
697,Hudson,Hudson,1997,Liriomyza_trifolii,"Liriomyza trifolii Burgess, 1880",Internal_feeder,29,Trirhabda_bacharidis,Trirhabda bacharidis (Weber,Chewer,6,Baccharis halimifolia,399.159446,no separation,no separation,Abundance,8.1,0.5,2.738612788,30,1.26,2.19,11.99512401,30,0.775981333,0.071684559
698,Hudson,Hudson,1997,Liriomyza_trifolii,"Liriomyza trifolii Burgess, 1880",Internal_feeder,29,Trirhabda_bacharidis,Trirhabda bacharidis (Weber,Chewer,6,Baccharis halimifolia,399.159446,no separation,no separation,Abundance,3.88,2.11,11.55694596,30,2.36,4.17,22.84003065,30,0.082885856,0.066723917
699,Hudson,Hudson,1997,Amauromyza_maculosa,"Amauromyza maculosa (Malloch, 1913)",Internal_feeder,NA,Trirhabda_bacharidis,Trirhabda bacharidis (Weber,Chewer,6,Baccharis halimifolia,NA,no separation,no separation,Abundance,1.94,1.42,7.777660317,30,2.74,4.48,24.53797058,30,-0.043380713,0.066682349
700,Hudson,Hudson,1997,Amauromyza_maculosa,"Amauromyza maculosa (Malloch, 1913)",Internal_feeder,NA,Trirhabda_bacharidis,Trirhabda bacharidis (Weber,Chewer,6,Baccharis halimifolia,NA,no separation,no separation,Abundance,5.35,1.38,7.558571294,30,2.15,3.29,18.02007214,30,0.228578019,0.067102066
701,Hudson,Hudson,1997,Neolasioptera_lathami,"Neolasioptera lathami Gagne, 1971",Internal_feeder,NA,Trirhabda_bacharidis,Trirhabda bacharidis (Weber,Chewer,6,Baccharis halimifolia,NA,no separation,no separation,Abundance,0.46,0.24,1.314534138,30,0,0,0,30,0.488449522,0.068654858
702,Hudson,Hudson,1997,Neolasioptera_lathami,"Neolasioptera lathami Gagne, 1971",Internal_feeder,NA,Trirhabda_bacharidis,Trirhabda bacharidis (Weber,Chewer,6,Baccharis halimifolia,NA,no separation,no separation,Abundance,0.62,0.32,1.752712184,30,0.12,0.14,0.766811581,30,0.364807021,0.067775701
703,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Survival,3.78,NA,NA,10,2.19,NA,NA,10,-0.468762135,0.370976656
704,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Body_size,25.9,5.3,16.7600716,10,24.3,4.7,14.862705,10,0.096733042,0.200233932
705,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Survival,3.78,NA,NA,10,2.99,NA,NA,10,-0.214556616,0.33146868
706,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Body_size,25.9,5.3,16.7600716,10,28.2,6.4,20.23857703,10,-0.118540345,0.200351295
707,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Survival,3.78,NA,NA,10,1.99,NA,NA,10,-0.542127409,0.386658761
708,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Body_size,25.9,5.3,16.7600716,10,29.8,5.1,16.12761607,10,-0.227083806,0.201289176
709,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Survival,3.78,NA,NA,10,7.67,NA,NA,10,1.023935906,0.361757434
710,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Body_size,25.9,5.3,16.7600716,10,31,12.7,40.16092628,10,-0.15871695,0.200629777
711,Hunt-Joshi,Hunt-Joshi,2005,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,NA,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,Not found,Lythrum salicaria,NA,spatial separation,complete,Abundance,2.09,0.31,0.980306075,10,2.04,0.58,1.834121043,10,0.032560955,0.200026505
712,Hunt-Joshi,Hunt-Joshi,2005,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,NA,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,Not found,Lythrum salicaria,NA,spatial separation,incomplete,Survival,7.7,NA,NA,10,7.2,NA,NA,10,-0.159908847,0.389599443
713,Hunt-Joshi,Hunt-Joshi,2005,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,NA,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,Not found,Lythrum salicaria,NA,spatial separation,incomplete,Survival,7.7,NA,NA,10,7.1,NA,NA,10,-0.189652824,0.385794452
714,Hunt-Joshi,Hunt-Joshi,2005,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,NA,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,Not found,Lythrum salicaria,NA,spatial separation,incomplete,Fecundity,1.62,0.21,0.664078309,10,1.66,0.28,0.885437745,10,-0.048945429,0.200059891
715,Hunt-Joshi,Hunt-Joshi,2005,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,NA,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,Not found,Lythrum salicaria,NA,spatial separation,incomplete,Fecundity,1.62,0.21,0.664078309,10,1.81,0.12,0.379473319,10,-0.336430885,0.202829644
716,Hunt-Joshi,Hunt-Joshi,2005,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,NA,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,Not found,Lythrum salicaria,NA,spatial separation,incomplete,Abundance,53.8,6.3,19.92234926,10,64.1,7.7,24.34953798,10,-0.44338775,0.204914817
717,Hunt-Joshi,Hunt-Joshi,2005,Galerucella_calmariensis,"Galerucella calmariensis (Linnaeus, 1767)",Chewer,NA,Hylobius_transversovittatus,"Hylobius transversovittatus Everts, J.E., 1922",Internal_feeder,Not found,Lythrum salicaria,NA,spatial separation,incomplete,Abundance,374.4,77.7,245.7089742,10,377.8,59,186.5743819,10,-0.014925182,0.200005569
718,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,17.1,9.7,23.76005051,6,23.2,13.6,33.3130605,6,-0.194540569,0.334910251
719,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,17.1,9.7,23.76005051,6,20.5,12.6,30.86357076,6,-0.113911822,0.333873996
720,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,17.1,9.7,23.76005051,6,9.4,6.3,15.43178538,6,0.354663494,0.338574425
721,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,17.1,9.7,23.76005051,6,4.9,2.8,6.85857128,6,0.643769175,0.350601615
722,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,39.1,6.1,14.94188743,6,40.6,10.6,25.96459127,6,-0.065341691,0.333511231
723,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,39.1,6.1,14.94188743,6,22.7,9.6,23.51510153,6,0.768154216,0.357919204
724,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,39.1,6.1,14.94188743,6,40.5,4.1,10.04290795,6,-0.101478048,0.333762408
725,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,39.1,6.1,14.94188743,6,1.46,0.73,1.788127512,6,3.264023982,0.777243856
726,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,17.1,9.7,23.76005051,6,15.9,9.1,22.29035666,6,0.048066078,0.333429598
727,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,23.2,13.6,33.3130605,6,11.3,2.9,7.103520254,6,0.455904388,0.3419937
728,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,20.5,12.6,30.86357076,6,15.9,5.6,13.71714256,6,0.177731861,0.334649526
729,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,9.4,6.3,15.43178538,6,2.99,1.7,4.164132563,6,0.523331119,0.344744811
730,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,4.9,2.8,6.85857128,6,0.97,0.32,0.783836718,6,0.742913127,0.356329996
731,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,39.1,6.1,14.94188743,6,30.3,17.4,42.62112152,6,0.254263332,0.336027077
732,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,40.6,10.6,25.96459127,6,21.8,7.3,17.88127512,6,0.778186135,0.358565569
733,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,22.7,9.6,23.51510153,6,6.23,4.37,10.70427018,6,0.831862374,0.362166459
734,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,40.5,4.1,10.04290795,6,2.99,2.56,6.270693742,6,4.134267205,1.045506889
735,Hunter_1,HunterC,1989,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,NA,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,1.46,0.73,1.788127512,6,0.16,0.41,1.004290795,6,0.827190814,0.361843527
736,Hunter_1,HunterC,1989,Erythroneura_aclys,"Erythroneura aclys McAtee, 1920",Sucker,NA,Erythroneura_bistrata,"Erythroneura bistrata McAtee, 1920",Sucker,Not found,Cercis canadensis,NA,no separation,no separation,Fecundity,23.2,13.6,33.3130605,6,15.9,9.1,22.29035666,6,0.237663922,0.335686839
